,Point,station,lp_code,hc_num,dam_num,xs_id,note,channel_present,bed_surface,veg,bank conditions,x,y,z,survey_date,latlon_err,elev_error,gps_xy_err,gps_z_erro,ts_xy_erro,ts_z_error,distance
358,775.0,14,thalweg,,,,,,,,,2176006.426,640129.0089,1908.102,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1333.59853601
359,776.0,14,thalweg,,,,,,,,,2176007.782,640129.5754,1907.798,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1335.06811359
360,777.0,14,thalweg,,,,,,,,,2176010.332,640130.1694,1907.861,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1337.68638324
361,778.0,14,thalweg,,,,,,,,,2176012.693,640132.5821,1908.055,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1341.06209684
362,779.0,14,thalweg,,,,,,,,,2176017.853,640134.8754,1907.287,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1346.70876178
363,780.0,14,thalweg,,,,,,,,,2176021.874,640134.9134,1907.945,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1350.72994133
364,781.0,14,thalweg,,,,,,,,,2176024.674,640135.5354,1907.45,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1353.59819585
365,782.0,14,thalweg,,,,,,,,,2176027.94,640137.0462,1907.582,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1357.19670563
366,783.0,14,thalweg,,,,,,,,,2176027.054,640139.8137,1907.481,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1360.10257078
367,784.0,14,thalweg,,,,,,,,,2176026.538,640143.4245,1907.745,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1363.75005383
368,785.0,14,thalweg,,,,,,,,,2176022.415,640147.4844,1907.8,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1369.53640994
369,786.0,14,thalweg,,,,,,,,,2176019.136,640150.065,1907.986,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1373.70909941
370,787.0,14,thalweg,,,,,,,,"lcb, rcb",2176017.578,640151.9312,1907.946,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1376.14016223
371,832.0,15,thalweg,,,4A,,,,,"lcb, rcb",2176016.287,640152.2625,1908.047,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1377.47299406
372,788.0,14,thalweg,,,,,,,,"lcb, rcb",2176014.005,640154.5931,1907.943,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1380.73477584
373,789.0,14,thalweg,,,,total station releveled,,,,,2176009.347,640155.8876,1907.815,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1385.56930728
374,790.0,14,thalweg,,,,,,,,,2176007.545,640157.7308,1907.558,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1388.14701755
375,801.0,15,thalweg,,,4B,,,,,,2176006.495,640163.8509,1907.445,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1394.35653637
376,791.0,14,thalweg,,,,,,,,,2176006.266,640164.775,1907.761,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1395.30858774
377,913.0,16,thalweg,,,,,,,,,2176006.492,640165.7866,1907.657,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1396.34512551
378,914.0,16,thalweg,,,,,,,,,2176006.393,640169.1048,1907.85,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1399.66480204
379,915.0,16,thalweg,,,,,,,,,2176007.758,640171.7591,1907.914,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1402.64951869
380,916.0,16,thalweg,,,,,,,,,2176008.126,640173.0655,1907.649,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1404.00676037
381,917.0,16,thalweg,,,,,,,,,2176010.232,640172.7759,1907.603,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1406.13257883
382,918.0,16,thalweg,,,,,,,,,2176011.942,640172.748,1907.709,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1407.84280642
383,919.0,16,thalweg,,,,,,,,,2176015.021,640173.4713,1907.828,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1411.00562224
384,920.0,16,thalweg,,,,,,,,,2176016.818,640174.3209,1907.935,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1412.99334183
385,921.0,16,thalweg,,,,,,,,"rcb, lcb",2176018.728,640172.7026,1908.021,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1415.4967385
386,863.0,16,thalweg,,,4C,,,,,"rcb, lcb",2176021.629,640171.8713,1908.014,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1418.51449606
387,922.0,16,thalweg,,,,,,,,"rcb, lcb",2176021.923,640172.2652,1907.986,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1419.00601738
388,923.0,16,thalweg,,,,,,,,"rcb, lcb",2176024.805,640172.5248,1907.989,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1421.89968567
389,924.0,16,thalweg,,,,,,,,,2176029.643,640172.6673,1907.828,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1426.73978383
390,925.0,16,thalweg,,,,,,,,,2176031.335,640172.4277,1907.328,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1428.44866422
391,926.0,16,thalweg,,,,,,,,,2176032.407,640172.4755,1907.153,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1429.52172938
392,927.0,16,thalweg,,,,,,,,,2176034.241,640172.6911,1907.153,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1431.36835857
393,928.0,16,thalweg,,,,,,,,,2176036.584,640174.018,1907.367,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1434.06099902
394,929.0,16,thalweg,,,,widening,,,willow in channel,"lcb, rcb",2176037.292,640176.1379,1907.308,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1436.29600238
395,930.0,16,thalweg,,,,widening,,,willow in channel,"lcb, rcb",2176037.211,640178.0227,1907.448,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1438.18254208
396,900.0,16,thalweg,,,4D,widening,,,willow in channel,"lcb, rcbx",2176037.296,640178.2089,1907.565,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1438.38722583
397,931.0,16,thalweg,,,,widening,,,willow in channel,"lcb, rcb",2176035.912,640181.2785,1907.746,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1441.75440569
398,932.0,16,thalweg,,,,,,,,,2176035.523,640182.6691,1907.464,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1443.19838954
399,933.0,16,thalweg,,,,,,,,,2176032.954,640185.4511,1907.657,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1446.98511437
400,934.0,16,thalweg,,,,,,,,,2176033.611,640188.6421,1907.464,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1450.24304777
401,935.0,16,thalweg,,,,,,,,,2176028.953,640190.2584,1907.438,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1455.17350309
402,936.0,16,thalweg,,,,,,,,,2176025.727,640190.9539,1907.714,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1458.47362373
403,937.0,17,thalweg,,,,,,,,,2176016.443,640193.3099,1907.815,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1468.05190082
404,938.0,17,thalweg,,,,,,,,,2176011.162,640192.2591,1907.635,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1473.43642881
405,939.0,17,thalweg,,,,,,,,,2176009.092,640191.9165,1907.779,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1475.53458866
406,940.0,17,thalweg,,,,,,,,,2176004.587,640190.9972,1907.706,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1480.13242918
407,941.0,17,thalweg,1.0,,,"thc, big drop",,,,,2176002.612,640191.1864,1907.693,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1482.11647093
408,942.0,17,thalweg,1.0,,,bottom of headcut,,,,,2176002.076,640191.2289,1907.297,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1482.65415322
409,943.0,17,thalweg,1.0,,,bottom of headcut,,,,,2176001.163,640191.2555,1906.997,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1483.56754063
410,944.0,17,thalweg,,,,,,,,,2175999.247,640191.2659,1906.88,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1485.48356886
411,945.0,17,thalweg,,,,,,,,,2175997.245,640193.5521,1907.348,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1488.52243615
412,946.0,17,thalweg,,,,,,,,,2175995.855,640196.2348,1907.811,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1491.54385623
413,947.0,17,thalweg,,,,,,,,left collapsed bank,2175996.885,640200.3155,1907.516,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1495.75253922
414,1078.0,17,thalweg,,,CTC1,,,,,left collapsed bank,2175997.927,640203.1661,1907.606,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1498.7876149
415,948.0,17,thalweg,,,,,,,,left collapsed bank,2175996.641,640204.3293,1907.542,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1500.5216363
416,949.0,17,thalweg,,,,"sch, affected by willow",,,willow,,2175998.774,640210.1997,1907.295,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1506.76753777
417,950.0,17,thalweg,,,,,,,,,2176000.768,640211.7766,1907.348,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1509.30971196
418,951.0,17,thalweg,,,,,,,,,2176003.044,640212.5585,1907.546,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1511.71627457
419,952.0,17,thalweg,,,,,,,,,2176005.904,640213.686,1907.552,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1514.79049907
420,953.0,17,thalweg,,,,,,,,,2176008.47,640215.5837,1907.595,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1517.98199109
421,954.0,17,thalweg,,,,sch at root wad,,,root wad,,2176010.029,640217.4338,1907.218,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1520.40136105
422,955.0,17,thalweg,,,,,,,root wad,right collapsed bank,2176010.459,640219.5733,1907.435,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1522.58364431
423,956.0,17,thalweg,,,,,,,root wad,right collapsed bank,2176010.398,640223.3062,1907.536,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1526.31704269
424,1048.0,17,thalweg,,,CTC2,,,,rw in rb,right collapsed bank,2176011.612,640224.1432,1907.392,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1527.7916155
425,957.0,17,thalweg,,,,,,,root wad,right collapsed bank,2176008.71,640230.5263,1907.484,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1534.80343193
426,958.0,17,thalweg,,,,,,,,,2176003.18,640234.4767,1907.284,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1541.5995014
427,959.0,17,thalweg,,,,,,,,,2175997.72,640236.1476,1907.516,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1547.30944945
428,960.0,17,thalweg,,,,,,,,,2175990.757,640235.4891,1907.61,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1554.30351774
429,961.0,17,thalweg,,,,,,,,,2175989.511,640236.081,1907.245,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1555.68296024
430,962.0,17,thalweg,,,,,,,,,2175984.312,640239.0373,1907.373,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1561.66370524
431,963.0,17,thalweg,,,,,,,,"lcb, rcb",2175983.218,640240.1146,1907.118,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1563.1990916
432,964.0,17,thalweg,,,,,,,,"lcb, rcb",2175982.358,640242.2166,1907.063,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1565.47021555
433,1020.0,17,thalweg,,,CTC3,,,,,"lcb, rcb",2175984.17,640242.8713,1907.077,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1567.39686448
434,965.0,17,thalweg,,,,,,,,"lcb, rcb",2175982.914,640245.3023,1907.331,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1570.13315704
435,966.0,17,thalweg,,,,,,,,,2175988.757,640248.1296,1907.402,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1576.62424896
436,967.0,17,thalweg,,,,,,,,,2175985.908,640251.2824,1907.418,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1580.87359583
437,968.0,17,thalweg,,,,,,,,,2175987.538,640253.3638,1906.663,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1583.51729135
438,969.0,17,thalweg,,,,,,,,,2176003.028,640257.5884,1907.465,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1599.57304873
439,970.0,17,thalweg,,,,,,,,,2176007.607,640260.7036,1907.396,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1605.1112535
440,972.0,17,thalweg,,,,,,,,,2176009.804,640263.2799,1907.19,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1608.49712572
441,973.0,17,thalweg,,,,,,,,,2176010.853,640265.0421,1906.978,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1610.54791821
442,974.0,17,thalweg,,,,,,,,,2176013.098,640268.0815,1907.15,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1614.3265393
443,993.0,17,thalweg,,,CTC4,,,,,,2176011.276,640271.6018,1907.432,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1618.29040056
444,975.0,17,thalweg,,,,,,,,,2176007.567,640273.3697,1907.406,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1622.39919009
445,976.0,17,thalweg,,,,"trib, Cold Creek",,,,,2176004.608,640276.5496,1907.211,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1626.74285732
446,977.0,17,thalweg,,,,,,,,,2176000.916,640276.0745,1907.259,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1630.46530061
447,978.0,17,thalweg,,,,,,,,,2175997.924,640275.7985,1907.318,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1633.47000359
448,979.0,17,thalweg,,,,,,,,,2175996.614,640275.3143,1906.906,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1634.86662438
449,980.0,17,thalweg,,,,,,,,,2175995.805,640275.0083,1906.797,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1635.73156195
450,981.0,17,thalweg,,,,,,,,,2175993.821,640274.9747,1906.873,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1637.71584645
451,982.0,17,thalweg,,,,,,,,,2175993.201,640275.185,1907.171,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1638.37054186
452,1128.0,18,thalweg,,,,,,,,,2175992.944,640274.9163,1907.14,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1638.74235995
453,1129.0,18,thalweg,,,,,,,,,2175990.948,640274.2004,1907.119,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1640.86286197
454,983.0,17,thalweg,,,,,,,,,2175989.781,640273.3346,1907.343,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1642.31596164
455,1130.0,18,thalweg,,,,,,,,,2175989.21,640275.8896,1907.266,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1644.93398876
456,1131.0,18,thalweg,,,,,,,,,2175984.838,640274.5448,1907.155,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1649.50814125
457,1132.0,18,thalweg,,,,,,,,,2175982.085,640273.1455,1907.198,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1652.59635262
458,1133.0,18,thalweg,,,,,,,,,2175978.508,640273.1082,1907.243,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1656.1735471
459,1134.0,18,thalweg,,,,,,,,,2175976.734,640275.1526,1907.351,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1658.88032514
460,1135.0,18,thalweg,,,,,,,,,2175974.444,640275.9484,1907.359,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1661.30465961
461,1136.0,18,thalweg,,,,,,,,,2175973.287,640275.9802,1907.257,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1662.46209654
462,1137.0,18,thalweg,,,,,,,,,2175970.762,640275.0776,1907.118,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1665.14357221
463,1138.0,18,thalweg,,,,,,,,,2175968.072,640276.0447,1907.285,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1668.0021352
464,1139.0,18,thalweg,,,,,,,,,2175967.174,640276.5518,1907.053,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1669.03342295
465,1140.0,18,thalweg,,,,,,,,,2175965.387,640278.1747,1907.124,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1671.44737684
466,1141.0,18,thalweg,,,,,,,,,2175963.432,640278.8788,1906.996,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1673.52530413
467,1142.0,18,thalweg,,,,,,,,,2175961.984,640281.0975,1907.047,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1676.17470664
468,1143.0,18,thalweg,,,,,,,,,2175961.317,640283.4063,1907.103,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1678.5779225
469,1144.0,18,thalweg,,,,,,,,,2175960.877,640284.4714,1906.852,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1679.73032781
470,1145.0,18,thalweg,,,,,,,,,2175961.423,640286.0752,1906.865,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1681.42452097
471,1146.0,18,thalweg,,,,,,,,,2175960.073,640288.3721,1907.025,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1684.08877501
472,1147.0,18,thalweg,,,,,,,,,2175959.263,640290.9669,1907.265,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1686.80706253
473,1148.0,18,thalweg,,,,,,,,,2175958.328,640292.504,1906.883,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1688.6062016
474,1149.0,18,thalweg,,,,,,,,,2175960.133,640294.9547,1907.061,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1691.64987627
475,1150.0,18,thalweg,,,,,,,,,2175960.058,640298.3762,1907.196,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1695.07219818
476,1151.0,18,thalweg,,,,,,,,"lcb, rcb",2175959.596,640301.7482,1906.978,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1698.4757005
477,1152.0,18,thalweg,,,,,,,,"lcb, rcb",2175959.419,640303.0464,1906.724,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1699.78591126
478,1110.0,18,thalweg,,,CTC5,,,,,"lcb, rcb",2175959.094,640304.7194,1906.829,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1701.49018647
479,1153.0,18,thalweg,,,,,,,,"lcb, rcb",2175959.03,640304.7812,1906.805,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1701.57915411
480,1154.0,18,thalweg,,,,,,,,"lcb, rcb",2175957.715,640306.8549,1907.102,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1704.03464931
481,1155.0,18,thalweg,,,,,,,,,2175954.663,640308.1237,1907.123,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1707.33988114
482,1156.0,18,thalweg,,,,,,,,,2175951.067,640310.5389,1906.973,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1711.67167142
483,1157.0,18,thalweg,,5.0,,"beaver dam, ripped out",,,,,2175949.559,640310.2141,1907.118,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1713.21425336
484,1158.0,18,thalweg,,,,,,,,,2175947.146,640310.4521,1906.708,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1715.63896221
485,1159.0,18,thalweg,,,,"sch, descent",,,,,2175946.573,640309.401,1906.69,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1716.83610055
486,1160.0,18,thalweg,,,,,,,,,2175944.761,640307.977,1906.973,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1719.14068728
487,1161.0,18,thalweg,,,,,,,,,2175942.834,640307.2542,1906.879,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1721.19878563
488,1162.0,18,thalweg,,,,,,,,,2175939.437,640306.3967,1907.221,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1724.70234315
489,1163.0,18,thalweg,,,,,,,,,2175938.632,640305.2299,1907.111,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1726.11989288
490,1166.0,19,thalweg,,,,,,,,,2175939.239,640302.4476,1907.18,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1728.96763625
491,1167.0,19,thalweg,,,,,,,downed wood,,2175937.668,640300.6105,1906.771,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1731.38486139
492,1168.0,19,thalweg,,,,,,,dead tree upright mid-channel,,2175935.916,640298.4191,1906.948,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1734.19052316
493,1231.0,19,thalweg,,,5A,,,,,,2175935.94,640298.3887,1906.98,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1734.22925506
494,1169.0,19,thalweg,,,,,,,downed wood,,2175935.03,640297.1832,1906.993,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1735.73966237
495,1170.0,19,thalweg,,,,,,,downed wood,,2175934.075,640296.5796,1907.105,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1736.86942251
496,1171.0,19,thalweg,,,,,,,"dw, sch at rootwad",right collapsed bank,2175932.651,640294.7602,1906.895,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1739.17983207
497,1172.0,19,thalweg,,,,,,,,,2175932.186,640292.3019,1907.065,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1741.68172413
498,1173.0,19,thalweg,,,,,,,,,2175931.592,640291.8748,1907.247,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1742.41333223
499,1174.0,19,thalweg,,,,,,,,,2175931.779,640287.6095,1907.063,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1746.68272951
500,1175.0,19,thalweg,,,,,,,,,2175931.676,640285.3248,1906.877,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1748.96975008
501,1176.0,19,thalweg,,,,,,,"dw, sch at rootwad",left collapsing bank extreme,2175929.459,640283.5538,1906.838,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1751.80727188
502,1177.0,19,thalweg,,,,,,,"dw, sch at rootwad",left collapsing bank extreme,2175928.19,640282.9184,1906.708,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1753.22645974
503,1201.0,19,thalweg,,,5B,,,,"willow along rb, 1 m height",left collapsing bank extreme,2175926.72,640283.3829,1906.615,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1754.7681018
504,1178.0,19,thalweg,,,,,,,"dw, sch at rootwad",left collapsing bank extreme,2175926.026,640283.0142,1906.625,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1755.55396164
505,1179.0,19,thalweg,,,,,,,,left collapsed bank,2175922.969,640282.6116,1907.048,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1758.63735843
506,1180.0,19,thalweg,,,,,,,,left collapsed bank,2175920.954,640282.1521,1906.814,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1760.70408658
507,1181.0,19,thalweg,,,,,,,,left collapsed bank,2175918.114,640282.6832,1906.85,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1763.59331956
508,1182.0,19,thalweg,,,,,,,,left collapsed bank,2175915.64,640284.7994,1906.841,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1766.84892679
509,1183.0,19,thalweg,,,,,,,,left collapsed bank,2175915.226,640286.0851,1906.791,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1768.1996379
510,1184.0,19,thalweg,,,,,,,,left collapsed bank,2175914.248,640286.8707,1907.017,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1769.45409051
511,1247.0,20,thalweg,,,,,,,,,2175913.531,640287.5669,1907.036,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1770.45348205
512,1185.0,19,thalweg,,,,,,,,,2175911.68,640288.8074,1906.886,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1772.6817193
513,1248.0,20,thalweg,,,,,,,,,2175911.623,640288.9485,1906.877,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1772.83389752
514,1289.0,20,thalweg,,,5C,,,,,,2175910.785,640290.3423,1906.76,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1774.46021927
515,1249.0,20,thalweg,,,,,,,,,2175910.375,640290.5095,1906.723,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1774.9030012
516,1186.0,19,thalweg,,,,,,,,,2175910.276,640290.561,1906.746,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1775.01459533
517,1250.0,20,thalweg,,,,,,,,,2175908.987,640292.252,1907.028,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1777.14086013
518,1251.0,20,thalweg,,,,,,,,,2175906.095,640294.4819,1906.973,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1780.79272513
519,1252.0,20,thalweg,,,,,,,,"lcb, ruc",2175904.781,640297.302,1907.104,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1783.90392426
520,1253.0,20,thalweg,,,,,,,,"lcb, ruc",2175903.275,640298.5135,1907.127,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1785.83673782
521,1314.0,20,thalweg,,,5D,,,,,,2175901.902,640301.1663,1906.979,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1788.82378935
522,1254.0,20,thalweg,,,,ruc 0.73 m,,,"willow along lb, 1.5 m height","lcb, rucx",2175900.781,640300.8298,1907.098,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1789.99420519
523,1255.0,20,thalweg,,,,ruc 0.73 m,,,"willow along lb, 1.5 m height","lcb, rucx",2175897.984,640302.476,1906.674,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1793.23969182
524,1256.0,20,thalweg,,,,,,,,,2175893.923,640300.4736,1906.681,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1797.7675309
525,1257.0,20,thalweg,,,,,,,,,2175892.175,640300.1543,1906.547,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1799.54445422
526,1258.0,20,thalweg,,,,pronounced incision,,,,terrace,2175892.256,640299.5848,1906.83,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1800.1196857
527,1259.0,20,thalweg,,,,pronounced incision,,,,terrace,2175891.655,640298.6371,1906.803,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1801.24188724
528,1260.0,20,thalweg,,,,pronounced incision,,,,terrace,2175890.935,640297.803,1906.515,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1802.34375965
